center,left,right,steering,,,
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_286.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_286.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_286.jpg,0.2,0.1797273,0,20.50567
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_355.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_355.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_355.jpg,0.4,0,0,19.98244
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_423.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_423.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_423.jpg,0.5500001,0,0,19.54977
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_537.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_537.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_537.jpg,0.8500001,0,0,18.63288
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_621.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_621.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_621.jpg,0,0,0,18.08489
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_690.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_690.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_690.jpg,0,0,0,17.61637
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_819.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_819.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_819.jpg,0.25,0,0,17.2906
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_892.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_892.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_892.jpg,0,0,0,16.70386
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_22_993.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_22_993.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_22_993.jpg,0,0,0,16.57066
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_124.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_124.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_124.jpg,0.25,0,0,15.78979
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_226.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_226.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_226.jpg,0.5000001,0,0,15.85698
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_326.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_326.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_326.jpg,0.7500002,0,0,15.10081
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_402.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_402.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_402.jpg,1,0,0,14.97425
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_525.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_525.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_525.jpg,1,0,0,14.08282
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_626.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_626.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_626.jpg,1,0,0,13.96722
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_729.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_729.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_729.jpg,1,0,0,13.25767
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_828.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_828.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_828.jpg,0,0,0,13.29934
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_23_927.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_23_927.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_23_927.jpg,0.1,0,0,12.50718
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_030.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_030.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_030.jpg,0.35,0,0,12.72021
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_129.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_129.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_129.jpg,0.6000001,0,0,11.91358
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_232.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_232.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_232.jpg,0.8500001,0,0,11.23644
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_305.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_305.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_305.jpg,0,0,0,10.76291
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_406.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_406.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_406.jpg,0,0,0,10.27441
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_503.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_503.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_503.jpg,0,0,0,9.864659
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_604.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_604.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_604.jpg,0,0.299283,0,9.606041
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_705.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_705.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_705.jpg,0,0.6018963,0,9.694176
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_805.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_805.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_805.jpg,0.1,0.90171,0,10.15486
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_24_902.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_24_902.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_24_902.jpg,0.35,1,0,10.84349
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_001.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_001.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_001.jpg,0,1,0,11.60392
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_126.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_126.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_126.jpg,0,1,0,12.04631
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_225.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_225.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_225.jpg,0.25,1,0,12.69739
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_328.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_328.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_328.jpg,0,1,0,13.34159
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_427.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_427.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_427.jpg,0,1,0,14.08147
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_503.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_503.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_503.jpg,0.1,1,0,14.3623
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_627.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_627.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_627.jpg,0.35,1,0,15.18289
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_703.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_703.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_703.jpg,0.6000001,1,0,15.52484
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_803.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_803.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_803.jpg,0.8500001,1,0,16.06684
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_25_907.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_25_907.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_25_907.jpg,1,1,0,16.42001
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_006.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_006.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_006.jpg,0,0.7021003,0,16.52764
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_104.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_104.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_104.jpg,0,0.406852,0,16.53072
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_229.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_229.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_229.jpg,0,0.1106439,0,15.91626
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_330.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_330.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_330.jpg,0,0.1571639,0,15.69468
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_404.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_404.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_404.jpg,0.1,0.4537411,0,15.2266
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_500.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_500.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_500.jpg,0.35,0.7427638,0,15.37805
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_604.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_604.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_604.jpg,0.6000001,1,0,15.78897
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_727.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_727.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_727.jpg,0.8500001,0.6989138,0,16.10608
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_829.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_829.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_829.jpg,1,0.4009991,0,15.64042
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_26_932.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_26_932.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_26_932.jpg,0,0.09692168,0,15.50068
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_003.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_003.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_003.jpg,0,0,0,14.50972
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_128.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_128.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_128.jpg,0.25,0,0,14.30587
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_229.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_229.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_229.jpg,0.5000001,0,0,13.28579
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_331.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_331.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_331.jpg,0.7500002,0,0,13.16881
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_429.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_429.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_429.jpg,1,0,0,12.15306
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_529.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_529.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_529.jpg,1,0.1561768,0,11.88105
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_628.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_628.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_628.jpg,0,0.1509125,0,11.58807
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_731.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_731.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_731.jpg,0,0,0,11.07203
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_807.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_807.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_807.jpg,0,0,0,10.67778
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_27_905.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_27_905.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_27_905.jpg,-0.25,0,0,10.26763
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_001.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_001.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_001.jpg,-0.5000001,0,0,9.867186
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_105.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_105.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_105.jpg,0,0.1494663,0,9.617854
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_203.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_203.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_203.jpg,0,0.444618,0,9.741181
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_307.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_307.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_307.jpg,0,0.7551813,0,10.21786
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_403.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_403.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_403.jpg,0,1,0,11.04082
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_530.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_530.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_530.jpg,0,1,0,11.87847
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_613.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_613.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_613.jpg,0,1,0,13.08301
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_730.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_730.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_730.jpg,0,1,0,13.8922
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_801.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_801.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_801.jpg,0.1,1,0,15.06115
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_28_933.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_28_933.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_28_933.jpg,0,1,0,15.93332
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_29_003.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_29_003.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_29_003.jpg,0,0.855916,0,16.9572
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_29_102.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_29_102.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_29_102.jpg,0,0.5560565,0,17.58225
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_29_203.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_29_203.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_29_203.jpg,0,0.2538967,0,17.87399
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_29_300.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_29_300.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_29_300.jpg,0,0,0,17.76797
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_29_403.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_29_403.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_29_403.jpg,0.25,0,0,17.57382
