x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x17,x18,x19
y,5000,14,z,n,n,M,S,n,p,n,c,2,s,48,D,a,n
y,1000,11,z,n,n,F,M,n,p,n,c,8,m,20,J,a,n
y,5000,15,z,n,n,F,M,n,p,n,c,6,m,19,A,a,e
y,5000,19,z,n,n,M,M,n,p,n,c,20,m,18,J,a,n
y,3000,14,z,n,n,M,M,n,p,n,c,24,m,17,V,a,s
y,5000,13,z,n,n,F,S,n,p,n,c,20,s,16,V,a,n
y,2000,18,z,n,n,F,M,n,p,y,c,12,m,16,V,a,n
y,5000,17,z,n,n,F,S,n,p,n,c,24,m,13,V,a,n
y,5000,17,z,n,n,F,M,n,p,y,c,14,m,12,K,a,s
y,5000,13,z,n,n,F,S,n,p,n,c,14,s,11,V,a,n
y,2000,17,z,n,y,F,M,n,p,y,c,2,m,11,V,a,n
y,2000,14,z,n,n,M,M,n,p,n,c,52,m,8,J,a,s
y,1000,10,z,n,n,M,S,n,p,n,c,30,s,6,V,a,e
y,2000,11,z,n,y,M,S,n,p,n,c,2,s,6,S,a,n
y,3000,18,z,n,n,F,M,n,p,n,c,20,m,3,V,a,n
y,5000,18,z,n,n,M,S,n,p,n,p,0,s,3,V,a,n
y,4000,17,z,n,n,F,M,n,p,n,p,0,m,2,S,a,n
y,1000,17,z,n,n,F,M,n,p,n,p,0,m,23,W,a,n
y,2000,14,z,n,y,F,M,n,p,n,p,0,m,17,D,a,n
y,2000,19,z,n,n,F,M,n,p,y,p,0,m,15,V,a,e
y,1000,12,z,n,n,F,M,n,p,n,p,0,m,10,V,a,n
y,4000,15,z,n,n,F,M,n,p,n,p,0,m,8,V,a,n
y,3000,11,z,n,n,F,M,n,p,n,p,0,m,8,J,a,n
y,4000,17,z,n,n,F,S,n,p,n,p,0,s,6,G,a,n
y,5000,14,z,n,n,F,M,n,p,n,p,0,m,5,V,a,n
y,5000,15,z,n,n,F,M,n,p,n,p,0,s,4,J,a,n
y,2000,10,z,n,n,F,S,n,p,y,p,0,m,4,V,a,e
y,3000,6,s,n,n,F,S,n,p,n,c,10,s,3,J,a,n
y,1000,7,t,n,n,M,M,n,p,n,p,0,m,10,V,a,n
y,5000,8,s,n,n,M,M,n,p,n,p,0,m,1,J,a,e
y,3000,6,b,n,n,M,M,n,p,n,c,0,m,0,V,a,n
y,2000,9,b,n,n,M,D,n,p,n,c,6,m,53,T,a,n
y,1000,9,s,n,n,F,M,n,p,n,p,0,s,21,J,p,n
y,5000,8,n,n,n,M,M,n,p,n,p,0,m,16,D,a,i
y,1000,4,s,n,n,F,M,n,p,n,c,12,s,23,J,a,e
y,3000,6,u,n,n,F,S,n,p,n,p,0,m,4,P,p,n
y,4000,5,s,n,n,M,M,n,p,n,b,0,m,7,V,a,s
y,5000,3,t,n,n,F,S,n,p,n,p,0,m,22,V,a,n
y,5000,3,t,n,n,M,M,n,p,n,c,12,m,13,V,a,n
y,5000,5,a,n,n,F,S,n,p,y,c,22,m,2,V,a,n
y,4000,6,m,y,n,M,M,n,p,n,c,50,m,12,W,a,n
y,4000,6,t,n,n,F,S,n,p,n,c,16,m,35,V,a,e
y,2000,9,i,n,n,M,M,n,p,n,c,20,m,20,V,a,n
y,2000,4,t,y,n,M,S,n,p,n,p,0,m,0,V,a,n
y,5000,6,z,n,n,F,S,n,o,n,c,8,m,19,V,a,n
y,5000,6,z,n,n,F,S,n,p,n,p,0,s,0,J,a,n
y,2000,5,z,n,n,M,S,n,p,n,p,0,m,4,X,a,e
y,5000,7,z,n,n,F,S,n,p,n,p,0,s,2,V,a,n
y,5000,3,z,n,n,M,S,n,p,n,c,6,m,2,V,a,n
y,5000,3,z,y,n,F,M,n,p,n,c,6,s,3,J,a,e
y,3000,9,z,n,n,M,S,n,p,n,c,60,m,14,P,a,n
y,4000,6,z,n,n,F,S,n,p,n,p,0,s,4,J,a,n
y,4000,6,z,n,n,M,M,n,p,n,p,0,m,4,J,a,n
y,3000,6,z,n,n,M,S,n,p,n,p,0,s,2,V,p,n
y,3000,3,z,n,n,F,S,n,p,n,c,12,m,8,V,a,n
y,5000,9,z,n,n,F,M,n,p,n,b,0,m,33,K,p,n
y,5000,5,z,n,n,F,M,n,p,n,c,2,m,2,M,a,n
y,5000,9,z,y,n,M,M,n,p,n,c,0,s,38,J,a,e
y,5000,5,z,y,n,F,M,n,p,n,c,16,s,8,V,a,n
y,1000,5,z,n,n,M,M,n,p,n,c,0,s,13,V,a,i
y,3000,8,z,y,n,F,S,n,p,y,c,0,m,62,J,a,n
y,5000,8,z,n,n,F,S,n,p,y,c,10,m,34,J,a,n
y,5000,6,z,n,n,M,M,n,p,n,c,0,m,5,V,a,n
y,5000,7,z,y,y,M,M,n,p,n,c,2,m,6,D,p,n
y,5000,5,z,n,n,F,M,n,p,n,c,0,s,15,P,a,n
y,2000,5,z,n,n,F,M,n,p,n,c,4,s,6,V,p,n
y,2000,7,z,n,n,M,M,n,p,n,c,0,m,21,V,a,n
y,5000,7,z,y,n,F,S,n,p,y,c,0,m,38,V,a,e
y,2000,6,z,n,n,F,M,n,p,n,c,0,m,14,V,a,n
y,3000,8,z,n,n,F,M,n,p,n,c,0,m,24,X,a,n
y,5000,6,z,y,n,F,S,n,p,y,c,10,m,25,V,a,n
y,5000,9,z,n,n,M,S,n,p,n,c,0,m,49,S,a,e
y,1000,9,z,n,n,M,M,n,o,n,c,0,s,9,V,p,n
y,2000,6,z,n,n,F,M,n,p,n,c,0,m,13,J,p,n
y,1000,4,z,n,n,F,S,n,p,n,c,2,s,3,J,a,e
y,5000,3,z,n,n,M,S,n,p,y,c,0,m,26,S,a,n
y,2000,3,z,y,y,F,S,n,p,n,c,60,m,5,V,a,n
y,4000,4,z,n,y,F,S,n,o,n,c,0,m,22,V,a,n
y,5000,4,z,n,y,M,M,n,p,n,c,0,s,16,J,a,n
y,1000,5,z,n,n,M,M,n,p,n,b,0,m,22,J,p,n
y,1000,6,z,n,n,F,M,n,p,n,c,20,m,8,J,a,n
y,1000,7,z,n,n,F,M,n,p,n,c,10,m,22,J,p,n
y,5000,9,z,n,n,M,S,y,p,n,c,12,s,34,V,a,n
y,1000,6,z,y,n,M,S,n,p,n,p,0,m,34,J,a,n
y,1000,7,z,n,y,M,S,n,p,n,p,0,m,6,J,a,n
y,5000,9,z,n,n,F,S,n,p,n,p,0,s,68,V,a,n
y,1000,7,z,y,n,F,S,n,p,n,p,0,s,24,P,a,e
y,1000,4,z,n,n,F,S,n,p,n,c,6,m,13,V,a,n
y,1000,4,z,n,n,F,S,n,p,n,c,38,m,29,V,a,n
y,5000,7,z,n,n,F,M,n,p,y,c,20,s,12,V,a,n
y,2000,7,z,n,n,M,S,n,p,n,c,60,m,6,S,a,n
y,5000,6,z,n,n,M,S,n,o,n,c,10,m,16,V,a,h
y,5000,5,z,y,y,M,S,n,p,n,c,12,m,0,V,a,n
y,1000,9,z,n,n,F,S,n,p,y,f,0,m,4,V,a,n
y,5000,3,z,n,n,F,S,n,p,n,p,0,m,19,V,a,n
y,4000,7,z,n,n,M,S,n,o,y,p,0,s,18,S,a,n
y,5000,8,z,n,n,M,S,n,o,n,p,0,m,5,J,a,n
y,5000,5,z,n,n,F,M,n,p,n,c,4,m,4,J,a,n
y,5000,6,z,y,n,M,S,n,p,y,c,60,m,2,V,a,n
y,5000,6,z,n,y,M,S,n,o,n,c,14,m,10,V,a,n
y,3000,3,z,y,n,M,S,n,p,n,c,2,m,20,V,a,e
y,3000,8,z,n,n,F,S,n,p,y,c,2,m,5,V,p,n
y,1000,8,z,n,n,F,S,n,p,n,p,0,m,5,S,a,n
y,5000,7,z,n,n,F,M,n,p,n,p,0,s,3,V,p,n
y,5000,9,z,n,n,M,S,n,p,n,p,0,s,8,J,a,n
y,3000,4,z,n,n,M,M,n,p,n,p,0,m,3,V,a,n
y,5000,4,z,y,n,M,S,n,o,y,p,0,m,9,P,a,n
y,4000,3,z,n,n,F,S,n,p,n,p,0,s,6,V,p,n
y,4000,3,z,n,y,M,M,n,o,n,p,0,s,1,V,p,n
y,5000,3,z,n,y,F,M,n,o,n,p,0,m,9,V,a,n
y,5000,8,z,n,n,F,S,n,p,y,p,0,s,5,V,a,n
y,4000,8,z,n,n,F,S,n,p,y,c,8,s,13,V,a,n
y,1000,5,z,n,n,M,S,n,p,n,p,0,s,20,V,v,n
y,1000,8,z,n,n,F,M,n,p,n,p,0,m,3,V,a,s
y,5000,8,z,n,n,M,S,n,p,n,c,4,s,32,V,p,n
y,5000,7,z,n,n,F,S,n,p,n,c,30,s,26,D,a,n
y,4000,9,z,n,n,F,S,n,p,n,c,24,s,37,G,a,e
y,3000,5,z,n,n,M,S,n,p,n,c,6,m,18,J,a,n
y,4000,7,z,y,y,F,S,n,p,y,c,2,m,15,V,a,n
y,3000,5,z,n,n,M,S,n,p,n,c,18,m,11,V,a,n
y,4000,8,z,n,n,F,M,n,p,n,c,10,m,8,J,a,n
y,5000,6,z,n,n,M,S,n,p,n,c,20,s,12,V,a,s
y,4000,6,z,n,n,M,S,n,p,n,c,14,s,6,J,a,n
y,5000,5,z,n,n,M,S,n,p,n,p,0,s,3,S,a,e
y,5000,7,z,n,n,F,S,n,p,n,p,0,s,2,J,a,n
y,5000,5,z,n,n,M,S,n,p,n,p,0,m,1,K,a,e
y,4000,9,z,n,y,M,S,n,p,n,p,0,m,20,V,a,n
y,1000,7,z,y,n,M,S,n,p,n,p,0,m,38,V,a,n
y,5000,4,z,n,n,F,S,n,p,n,c,12,m,3,S,a,n
y,5000,3,z,y,n,F,S,n,p,n,c,10,m,17,V,a,n
y,5000,3,z,n,y,F,S,n,p,y,c,2,m,9,V,a,e
n,4000,1,v,n,n,M,S,n,p,y,p,0,m,38,J,p,n
n,3000,1,t,n,y,M,S,n,p,n,c,64,m,22,V,a,n
n,3000,1,s,n,n,M,M,n,p,n,c,4,m,5,D,p,n
n,5000,0,v,y,n,F,S,n,p,y,c,4,m,17,D,a,n
n,5000,1,v,n,n,M,S,n,p,n,p,0,m,10,V,p,n
n,2000,2,t,y,n,F,S,n,o,n,p,0,m,2,J,a,e
n,2000,0,t,n,n,F,M,n,p,n,p,0,m,70,J,a,n
n,3000,0,d,y,n,F,S,n,p,y,p,0,m,2,V,a,n
n,1000,0,t,n,n,F,M,n,p,y,p,0,m,27,V,p,n
n,3000,0,s,n,n,M,M,n,o,n,p,0,m,6,V,a,n
n,1000,0,j,y,n,M,M,n,o,n,p,0,m,2,V,a,n
n,4000,0,t,y,n,F,M,n,p,n,p,0,m,2,J,a,n
n,2000,0,t,n,n,M,M,n,p,n,p,0,m,16,V,a,n
n,3000,0,s,n,n,M,M,n,p,y,p,0,m,72,P,a,n
n,1000,0,t,n,n,F,M,n,p,n,p,0,m,50,V,a,n
n,5000,0,c,n,y,M,M,n,o,n,p,0,s,9,D,a,n
n,5000,0,t,n,n,M,D,n,p,n,p,0,m,3,J,a,n
n,5000,0,s,n,y,F,M,n,o,n,p,0,m,13,S,p,n
n,2000,0,t,n,n,M,S,n,p,n,p,0,m,25,V,a,s
n,5000,0,x,y,y,F,M,n,o,n,p,0,s,2,V,a,n
n,5000,0,s,n,n,F,M,n,p,n,p,0,m,8,G,p,n
n,5000,0,s,n,n,M,S,n,p,n,c,6,m,17,J,a,e
n,5000,2,s,n,n,F,S,n,p,y,c,30,m,26,V,a,n
n,3000,0,o,n,y,F,M,n,o,n,p,0,m,40,V,p,n
n,2000,0,s,n,n,M,M,n,p,n,c,16,m,15,V,a,e
n,5000,0,w,n,n,F,S,n,p,n,p,0,s,3,V,p,n
n,3000,0,s,n,n,F,M,n,p,n,c,6,s,13,V,a,n
n,2000,0,i,n,y,F,S,n,o,n,c,10,m,3,V,a,n
n,5000,0,z,n,n,M,S,n,o,n,c,32,m,30,X,a,e
n,4000,1,z,n,n,F,S,n,o,n,c,8,m,0,V,a,n
n,2000,2,z,n,n,M,S,n,p,n,c,4,m,0,V,a,n
n,4000,0,z,n,n,F,S,n,p,n,p,0,m,34,V,p,n
n,3000,0,z,n,n,M,S,n,p,y,c,30,m,14,J,a,n
n,3000,0,z,n,n,M,S,n,p,n,b,0,m,27,P,v,n
n,5000,1,z,n,n,M,M,n,o,n,c,0,m,23,W,a,n
n,5000,2,z,n,n,M,M,n,p,n,c,0,s,15,V,a,e
n,3000,1,z,n,n,M,M,n,p,n,c,0,m,28,W,a,e
n,3000,0,z,n,n,M,D,n,o,n,c,10,m,40,S,a,n
n,1000,0,z,y,n,M,M,n,p,n,c,20,m,17,V,p,n
n,3000,1,z,n,n,F,M,n,o,n,c,0,m,36,V,a,n
n,5000,0,z,y,n,F,S,n,o,n,c,0,m,13,G,a,h
n,5000,1,z,n,n,F,S,n,o,n,c,0,s,12,V,a,n
n,3000,2,z,y,n,F,S,n,p,n,c,16,m,19,J,a,n
n,1000,1,z,n,n,F,S,n,p,n,p,0,m,16,J,a,e
n,1000,1,z,n,y,M,S,n,p,n,c,20,s,4,V,a,n
n,3000,1,z,n,y,F,S,n,p,n,p,0,m,14,V,a,n
n,3000,0,z,n,n,F,S,n,p,n,p,0,s,40,V,p,n
n,5000,0,z,n,y,M,S,n,p,n,p,0,m,24,V,a,n
n,5000,0,z,n,y,M,S,n,p,n,c,10,m,37,J,a,n
n,3000,1,z,n,y,M,M,n,p,n,p,0,m,45,V,a,n
n,1000,1,z,n,n,F,M,n,p,n,p,0,m,32,J,a,n
n,4000,1,z,y,y,M,S,n,p,y,p,0,m,6,V,a,e
n,5000,1,z,y,y,M,S,n,p,n,p,0,m,3,D,a,n
n,2000,0,z,n,n,M,S,n,o,n,c,2,m,14,J,a,n
n,5000,0,z,n,n,M,M,n,p,y,c,20,m,10,G,a,n
n,2000,0,z,n,n,F,S,n,o,n,p,0,m,14,V,a,n
n,1000,0,z,n,n,M,S,n,p,n,p,0,m,2,S,a,n
n,3000,1,z,n,n,F,S,n,p,n,p,0,m,24,S,a,n
n,3000,0,z,n,n,F,M,n,p,n,p,0,m,10,K,a,e
n,5000,0,z,n,n,F,M,n,o,y,p,0,m,12,V,a,n
n,1000,0,z,n,n,M,M,n,p,n,p,0,m,8,G,a,n
n,3000,0,z,n,n,M,D,n,p,n,p,0,m,4,V,a,n
n,2000,0,z,n,n,F,M,n,p,n,p,0,m,10,J,a,n
n,3000,0,z,n,n,F,S,n,p,n,p,0,m,10,G,p,n
n,2000,0,z,n,n,F,M,n,p,n,p,0,m,0,V,a,n
n,2000,0,z,n,n,F,M,n,p,n,p,0,m,0,V,a,n
n,5000,0,z,n,n,M,M,n,p,y,p,0,m,16,V,a,n
n,3000,0,z,n,n,M,M,n,o,y,p,0,m,4,K,a,e
n,5000,0,z,n,n,F,S,n,p,n,c,2,m,3,V,a,n
n,2000,2,z,y,n,M,S,n,o,n,p,0,m,7,J,a,n
n,3000,2,z,y,y,M,S,n,o,y,p,0,m,3,S,p,n
n,5000,0,z,n,n,F,S,n,p,n,p,0,m,2,S,a,n
n,5000,2,z,n,n,F,S,n,p,n,p,0,m,5,J,a,n
n,5000,1,z,n,n,M,S,n,p,n,c,4,m,29,J,a,h
n,4000,0,z,n,n,F,S,n,p,n,c,4,m,9,V,a,n
n,5000,2,z,n,n,F,M,n,p,y,c,22,m,22,S,a,n
n,5000,2,z,n,n,M,S,n,o,n,c,52,m,12,J,a,n
n,1000,2,z,y,n,M,S,n,p,n,p,0,m,17,J,a,n
n,5000,0,z,n,n,M,S,n,o,n,p,0,m,15,V,a,n
y,6000,56,j,n,n,F,M,n,p,n,p,0,m,23,V,a,s
y,8000,43,t,n,n,F,S,n,p,n,p,0,m,21,V,a,n
y,7000,43,v,n,n,F,D,n,p,n,p,0,m,3,G,a,n
y,8000,26,c,n,n,F,S,n,p,n,c,16,m,6,V,a,e
y,6000,38,s,n,n,M,M,n,p,n,c,2,m,6,M,a,n
y,8000,33,t,n,n,F,D,n,p,n,c,40,m,44,V,a,n
y,8000,26,t,n,y,F,M,n,p,n,c,110,m,53,J,a,n
y,8000,24,s,n,n,M,D,n,p,n,c,4,m,0,W,a,n
y,6000,32,s,n,n,F,S,n,p,n,c,32,s,4,J,a,n
y,8000,26,t,n,n,F,S,n,p,n,c,18,s,4,V,v,n
y,8000,24,t,n,n,F,S,n,p,n,c,10,m,7,P,p,n
y,8000,29,t,n,n,F,M,n,p,n,p,0,m,30,V,a,n
y,8000,33,t,n,n,M,W,n,p,n,p,0,m,9,V,v,n
y,8000,34,a,n,n,M,S,n,p,n,p,0,m,45,V,a,n
y,6000,27,s,n,n,M,S,n,p,n,p,0,m,3,J,a,e
y,6000,23,t,n,n,F,M,n,p,n,p,0,m,34,V,a,e
y,8000,18,n,n,n,M,M,n,p,n,c,12,m,10,T,a,n
y,8000,17,t,n,n,F,S,n,p,n,c,18,s,16,V,a,n
y,8000,17,s,n,n,M,M,n,p,n,c,10,m,43,S,p,n
y,8000,17,s,n,n,M,M,n,p,n,c,4,m,1,V,a,n
y,8000,12,s,n,y,M,S,n,p,n,c,10,s,3,W,p,n
y,8000,13,t,n,n,M,M,n,p,n,p,0,m,4,V,p,n
y,8000,16,n,n,n,M,S,n,p,n,p,0,m,8,V,a,n
y,6000,17,s,n,n,F,M,n,p,n,p,0,m,3,V,a,n
y,8000,29,t,n,n,F,S,n,p,y,c,4,s,15,V,a,e
y,8000,25,i,n,n,M,M,n,p,y,p,0,m,30,J,p,n
y,8000,63,t,n,n,M,M,n,p,n,p,0,s,10,I,a,n
y,6000,29,d,n,n,F,M,n,p,n,c,100,m,10,V,a,n
y,8000,30,c,n,n,M,M,n,p,n,c,8,s,0,V,a,e
y,7000,38,j,n,n,F,M,n,p,n,p,0,m,4,V,a,n
y,7000,15,o,n,n,M,M,n,p,n,c,40,m,8,V,a,n
y,8000,14,s,n,n,F,M,n,p,n,c,14,m,2,V,a,n
y,8000,16,c,n,n,F,S,n,p,n,c,20,m,18,V,a,n
y,7000,14,t,n,n,M,M,n,p,y,c,10,m,6,J,a,n
y,8000,44,t,n,n,F,S,n,p,n,c,0,m,2,S,v,n
y,7000,44,t,n,n,F,S,n,p,n,c,20,m,12,J,a,n
y,6000,53,c,n,n,F,S,n,p,y,c,0,m,7,V,a,n
y,8000,42,t,n,n,F,S,n,p,n,c,30,m,14,V,a,n
y,7000,53,v,n,n,M,M,n,p,n,c,30,s,14,G,a,n
y,8000,56,u,n,n,M,S,n,p,n,c,20,m,14,J,a,n
y,8000,45,s,n,n,M,M,n,p,y,c,0,m,12,G,p,n
y,8000,20,h,n,n,F,M,n,p,n,c,0,s,42,V,v,n
y,7000,37,t,n,n,M,M,n,p,n,c,0,m,50,P,a,n
y,6000,21,t,n,n,F,M,n,p,n,c,0,s,6,J,a,n
y,7000,32,v,n,n,M,W,n,p,n,c,0,s,14,P,a,n
y,8000,30,s,n,n,M,S,n,p,n,c,4,m,6,V,a,h
y,8000,21,b,n,n,F,M,n,p,y,c,0,m,24,G,p,n
y,8000,26,t,n,n,F,S,n,p,n,c,16,s,23,V,a,n
y,8000,27,v,n,n,M,M,n,p,n,c,0,m,4,J,a,n
y,8000,27,s,n,n,M,M,n,p,y,c,0,s,44,V,a,s
y,8000,33,h,n,n,F,M,n,p,n,c,0,m,17,V,a,n
y,6000,31,s,n,n,F,M,n,p,n,c,10,m,9,P,a,n
y,8000,13,i,n,n,M,M,n,p,y,c,0,m,0,V,a,n
y,6000,13,t,n,n,M,M,n,p,n,c,40,m,41,V,p,n
y,7000,15,a,n,n,M,M,n,p,y,c,0,s,24,V,a,e
y,8000,19,t,n,n,F,M,n,p,n,c,0,m,24,V,a,n
y,7000,11,s,n,n,M,S,n,p,n,c,0,m,40,G,p,n
y,7000,14,v,n,n,M,M,n,p,n,c,0,m,10,J,p,n
y,8000,11,i,n,n,M,S,n,p,n,c,20,m,10,V,p,n
y,6000,13,v,n,n,M,S,n,p,n,c,0,m,4,J,a,e
y,8000,17,v,n,n,M,M,n,p,y,c,10,m,4,V,a,e
y,6000,13,s,n,n,F,M,n,p,n,c,2,m,15,V,a,n
y,7000,15,b,n,n,F,S,n,p,n,c,30,s,20,J,a,n
y,7000,53,s,n,n,F,M,n,p,n,c,2,s,0,V,a,n
y,7000,40,s,n,n,F,M,n,p,n,p,0,m,8,V,a,n
y,6000,57,s,n,n,F,M,n,p,n,p,0,s,10,J,a,n
y,8000,32,t,n,n,M,M,n,p,n,c,20,s,19,J,a,n
y,7000,21,s,n,n,F,M,n,p,n,c,16,s,4,J,p,n
y,7000,33,t,n,n,M,M,n,p,n,c,10,s,7,V,a,n
y,8000,34,s,n,n,F,M,n,p,n,c,60,s,17,W,a,n
y,7000,30,t,n,n,M,M,n,p,n,p,0,s,20,V,v,n
y,8000,27,u,n,n,F,D,n,p,n,p,0,s,6,K,a,n
y,7000,29,t,n,n,M,M,n,p,n,p,0,s,42,K,v,n
y,6000,36,t,n,n,M,M,n,p,n,p,0,s,38,V,p,n
y,8000,35,t,n,n,M,M,n,p,n,p,0,s,8,P,a,n
y,8000,17,t,n,n,M,M,n,p,n,c,10,s,14,P,a,n
y,7000,14,t,n,n,M,M,n,p,n,c,20,m,14,J,a,n
y,8000,11,t,n,n,M,M,n,p,n,p,0,s,20,V,a,n
y,7000,11,u,n,n,F,S,n,p,n,p,0,s,3,P,a,n
y,8000,52,u,n,n,M,M,n,p,y,c,2,m,5,V,a,n
y,8000,20,t,n,n,M,M,n,p,y,c,4,s,31,J,p,n
y,7000,18,t,n,n,M,M,n,p,y,c,8,s,30,T,a,n
y,6000,61,v,n,n,F,M,n,p,n,c,14,m,14,V,a,n
y,7000,50,v,n,n,M,M,n,p,n,c,16,m,38,V,p,n
y,7000,23,s,n,n,F,M,n,p,n,c,20,m,12,V,p,n
y,8000,23,t,n,n,M,M,n,p,n,c,20,m,32,S,p,n
y,8000,25,m,n,n,F,M,n,p,n,c,80,m,5,P,a,n
y,8000,11,v,n,n,F,M,n,p,n,c,10,m,12,V,a,e
y,8000,18,t,n,n,M,M,n,p,n,c,12,m,4,V,a,n
y,6000,53,v,n,n,F,S,n,p,n,p,0,s,4,V,p,n
y,6000,54,v,n,n,M,M,n,p,y,p,0,m,5,D,p,n
y,6000,31,t,n,n,M,S,n,p,n,p,0,m,7,J,a,n
y,8000,22,v,n,n,F,M,n,p,n,p,0,s,14,V,a,n
y,6000,14,s,n,n,F,M,n,p,n,p,0,m,32,V,a,e
y,6000,17,t,n,n,M,M,n,p,n,p,0,s,5,J,a,n
y,7000,15,t,n,n,M,M,n,p,n,p,0,m,8,V,a,n
y,8000,19,u,n,n,F,M,n,p,y,p,0,m,82,W,a,n
y,8000,13,s,n,n,F,M,n,p,n,p,0,m,9,A,a,n
y,6000,36,b,n,n,M,M,n,p,n,c,10,m,12,V,a,n
y,6000,36,t,n,n,M,M,n,p,n,c,34,m,10,P,v,s
y,8000,24,t,n,n,M,M,n,p,n,c,10,s,10,V,p,n
y,8000,33,s,n,n,F,M,n,p,n,c,2,s,12,S,a,n
y,7000,52,t,n,n,F,M,n,p,n,p,0,m,5,J,a,n
y,8000,20,u,n,n,F,M,n,p,n,p,0,m,2,S,a,n
y,6000,36,g,n,n,F,M,n,p,n,c,20,m,3,J,v,n
y,8000,20,x,n,n,F,M,n,p,n,c,28,m,22,H,v,n
y,8000,30,v,n,n,F,M,n,p,n,c,20,m,28,W,v,n
y,7000,23,t,n,n,M,S,n,p,n,c,20,m,21,V,a,n
y,8000,14,i,n,n,F,M,n,p,n,c,38,m,1,T,a,n
y,7000,61,t,n,n,F,M,n,p,n,p,0,m,6,V,a,n
y,7000,50,t,n,n,F,S,n,p,n,p,0,m,72,W,a,n
y,6000,66,u,n,n,F,M,n,p,n,p,0,m,84,V,a,n
y,7000,62,v,n,n,M,M,n,p,n,p,0,m,6,J,a,n
y,7000,50,u,n,n,F,S,n,p,n,p,0,s,6,D,a,n
y,6000,66,t,n,y,M,M,n,o,n,p,0,s,86,D,a,n
y,7000,43,t,n,n,M,S,n,p,n,p,0,m,22,V,a,e
y,7000,59,t,n,n,F,M,n,p,n,p,0,s,14,V,a,s
y,7000,48,u,n,n,M,M,n,p,n,p,0,m,12,V,a,e
y,8000,40,d,n,n,F,M,n,p,y,p,0,m,4,V,a,n
y,8000,50,v,n,n,F,M,n,p,n,p,0,m,15,V,a,n
y,8000,40,o,n,n,F,S,n,p,n,c,18,m,13,S,v,n
y,7000,31,a,n,n,F,S,n,p,n,p,0,m,15,V,a,n
y,7000,22,s,n,n,M,M,n,p,n,p,0,m,9,V,a,n
y,7000,34,j,n,n,F,M,n,p,n,p,0,m,13,J,a,n
y,7000,31,b,n,n,M,D,n,p,y,p,0,m,8,V,p,n
y,6000,25,s,n,n,F,S,n,p,n,p,0,m,6,V,a,n
y,6000,36,v,n,n,M,S,n,p,y,c,12,m,4,V,p,n
y,7000,24,v,n,n,M,M,n,p,y,p,0,s,5,V,p,n
y,7000,34,s,n,n,F,M,n,p,n,p,0,m,13,V,a,n
y,6000,27,v,n,n,M,S,n,p,n,p,0,m,3,W,p,h
y,8000,35,j,n,n,F,M,n,p,n,p,0,m,3,K,a,n
y,8000,32,v,n,n,F,M,n,p,y,p,0,m,2,W,a,e
y,8000,35,t,n,n,F,M,n,p,n,c,10,m,16,V,v,n
y,8000,22,u,n,n,M,M,n,p,n,c,24,s,13,V,p,n
y,8000,35,s,n,n,M,M,n,p,n,p,0,s,28,K,a,n
y,8000,20,s,n,n,M,M,n,p,n,c,10,s,26,J,a,s
y,8000,26,a,n,n,M,S,n,p,n,p,0,m,17,J,p,n
y,8000,29,v,n,n,M,M,n,p,n,c,30,s,23,P,a,n
y,8000,34,i,n,n,F,M,n,p,n,p,0,m,13,J,a,n
y,8000,20,d,n,n,M,M,n,p,n,p,0,m,4,V,a,n
y,8000,29,a,n,n,M,M,n,p,n,c,12,s,3,V,p,n
y,8000,28,c,y,n,M,M,n,p,n,p,0,m,42,V,a,n
y,8000,22,t,n,n,F,S,n,p,n,c,30,m,13,V,a,e
y,8000,20,u,n,n,F,S,n,p,n,c,14,m,13,V,a,n
y,8000,31,t,n,n,F,M,n,p,n,p,0,m,4,P,v,n
y,8000,22,t,n,n,F,S,n,p,n,p,0,s,2,K,a,e
y,7000,15,s,n,n,F,S,n,p,n,c,12,m,10,P,p,n
y,8000,13,v,n,n,F,S,n,p,n,p,0,s,6,V,a,n
y,8000,18,u,n,n,F,M,n,p,y,p,0,m,2,V,a,n
y,8000,10,n,n,n,M,D,n,p,n,c,10,m,4,V,a,n
y,8000,11,u,n,n,F,S,n,p,n,c,16,m,4,V,a,n
y,8000,12,t,n,y,M,M,n,o,n,c,16,m,17,V,a,n
y,8000,11,c,n,n,F,M,n,p,y,p,0,m,5,V,a,n
y,8000,14,t,n,n,M,M,n,p,n,p,0,m,7,J,p,n
y,6000,52,b,n,n,M,M,n,p,n,p,0,m,2,P,a,n
y,6000,47,s,n,n,M,S,n,p,n,p,0,s,35,P,a,n
y,6000,45,t,n,n,M,M,n,p,n,p,0,s,11,P,a,e
y,7000,22,t,n,n,F,M,n,p,y,c,24,m,3,V,a,n
y,7000,32,s,n,n,F,M,n,p,n,c,100,m,39,P,a,n
y,6000,38,s,n,n,M,M,n,p,y,c,80,m,32,V,a,n
y,7000,21,v,n,n,M,M,n,p,n,c,24,m,25,J,a,n
y,8000,20,i,n,n,F,M,n,p,n,c,8,m,25,K,a,n
y,7000,20,v,n,n,M,M,n,p,n,c,10,m,21,X,a,n
y,8000,26,u,n,n,M,M,n,p,y,c,28,m,14,V,a,n
y,7000,22,n,n,n,M,S,n,p,n,c,198,s,11,P,a,n
y,7000,23,t,n,n,M,M,n,p,n,c,50,m,10,K,a,n
